backbone,decoder,encoder,adapter,dataset_name,device,task_name,metric,result,backbone memory,decoder memory,train time,train mem peak,train energy,inference time,inference mem peak,inference energy
chronos-t5-tiny,mlp_chronostiny_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.5788120136647498,33.828864,134.689792,5196.55810546875,538.151936,1095.892,3.4169952748831696,252.41170807288952,0.5716705094830792
chronos-t5-large,mlp_chronoslarge_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.5497932577076519,1434.966016,1838.406656,56516.73046875,3452.187648,18439.391,13.182514904244941,2304.1171023399033,3.214661956117516
MOMENT-1-large,mlp_momentlarge_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.22821452199521142,1449.633792,1499.966464,29105.12890625,1704.462336,8522.223,12.49458384132598,1554.7667497508369,2.2983730011156562
MOMENT-1-base,mlp_momentbase_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.23305682795747681,472.776192,510.525952,11648.0849609375,663.6416,2941.82,7.0799777625705635,551.5637021227221,0.9130416511714392
MOMENT-1-small,mlp_momentsmall_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.21950885486414107,168.875008,194.041856,6052.05078125,295.77728,1026.5,5.315795564527359,221.02215849460765,0.6747764968389736
papagei_s,mlp_papageis_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.9407624251619512,40.282112,40.676352,11897.1357421875,86.724096,1190.365,6.182107046218821,68.97168013090368,0.7905515061361101
papagei_p,mlp_papageip_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,1.409807264565231,37.107712,37.501952,11285.0263671875,83.549696,1134.85,5.598332451195821,65.79728013090369,0.6527188545927854
papagei_s_svri,mlp_papageissvri_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.5059472490052971,37.107712,37.501952,11328.3193359375,83.549696,1144.229,5.618548567918385,65.79728013090369,0.6214313871327631
chronos-t5-base,mlp_chronosbase_forecasting,,,weather,cuda:0,weather forecasting,mae,0.29901179356636537,420.18304,722.763776,110914.90625,1950.144512,33213.971,13.14205080604848,1086.5944075577888,1.7512325086973328
chronos-t5-small,mlp_chronossmall_forecasting,,,weather,cuda:0,weather forecasting,mae,0.3575637362583028,109.34784,311.068672,53929.39453125,1117.970432,13168.313,8.11206511912956,542.920539188249,1.0922343448009277
chronos-t5-mini,mlp_chronosmini_forecasting,,,weather,cuda:0,weather forecasting,mae,0.30525878576416116,58.481664,209.772544,40462.05859375,814.954496,9015.544,6.357699149494517,389.8848517046772,0.9095118863548511
chronos-t5-tiny,mlp_chronostiny_forecasting,,,weather,cuda:0,weather forecasting,mae,0.31587440534221967,33.828864,134.689792,38594.6328125,538.151936,6389.233,6.186521775481966,252.41185308697334,0.8678346540394279
chronos-t5-large,mlp_chronoslarge_forecasting,,,weather,cuda:0,weather forecasting,mae,0.3017159026945761,1434.966016,1838.406656,267748.09375,3452.187648,85588.926,23.435279079418088,2304.1534914943954,3.3219361229223034
MOMENT-1-large,mlp_momentlarge_forecasting,,,weather,cuda:0,weather forecasting,mae,0.027096913165570974,1450.682368,1501.01504,144111.328125,1705.510912,40275.144,21.428092188663726,1555.8153984692694,2.760783629686896
MOMENT-1-base,mlp_momentbase_forecasting,,,weather,cuda:0,weather forecasting,mae,0.027119252132627437,471.98976,509.73952,64861.2265625,662.855168,14576.007,12.76555602837125,550.7773248024739,1.546545419404716
MOMENT-1-small,mlp_momentsmall_forecasting,,,weather,cuda:0,weather forecasting,mae,0.02722992234312495,168.875008,194.041856,49214.859375,295.77728,5968.736,9.739464125579786,221.02219513567837,1.1827207189795128
papagei_s,mlp_papageis_forecasting,,,weather,cuda:0,weather forecasting,mae,0.07720602788519747,40.282112,40.676352,103814.4765625,86.724096,8793.674,12.822719420066983,68.97231951758795,1.391728256667955
papagei_p,mlp_papageip_forecasting,,,weather,cuda:0,weather forecasting,mae,0.07271657749412364,37.107712,37.501952,99646.8203125,83.549696,8434.891,11.852749082818196,65.79791951758794,1.3253435446463084
papagei_s_svri,mlp_papageissvri_forecasting,,,weather,cuda:0,weather forecasting,mae,0.06315381147660115,37.107712,37.501952,100122.71875,83.549696,8426.709,11.84417379542949,65.79791951758794,1.355568225744105
chronos-t5-base,mlp_chronosbase_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.6808618138781373,436.829184,739.40992,14189.2001953125,1949.751296,4054.614,13.568848963057114,1086.4607623529412,1.8016515837104072
chronos-t5-small,mlp_chronossmall_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.3688824714555519,109.34784,311.068672,7220.82080078125,1117.970432,1628.921,8.334135389256081,542.9194178220212,1.1208733031674207
chronos-t5-mini,mlp_chronosmini_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.4269145841871727,58.481664,209.772544,5346.71826171875,814.954496,1134.673,6.654819720111462,389.8843325972851,0.971552036199095
chronos-t5-tiny,mlp_chronostiny_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.5967286492052593,33.828864,134.689792,5024.76123046875,538.151936,806.618,6.488125105968607,252.41150667873302,0.8501500754147814
chronos-t5-large,mlp_chronoslarge_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.6312911535480434,1434.966016,1838.406656,34416.1328125,3452.187648,10614.88,23.89582133688718,2304.152753230769,3.355042232277526
MOMENT-1-large,mlp_momentlarge_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,0.3999931786494137,1450.682368,1501.01504,18617.3125,1705.510912,4913.702,22.785097463098587,1555.8152247601809,3.023471342383107
MOMENT-1-base,mlp_momentbase_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,0.39788801031552773,471.98976,509.73952,8472.662109375,662.855168,1804.456,13.037769630483911,550.777194184012,1.6308280542986424
MOMENT-1-small,mlp_momentsmall_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,0.4085553344536364,168.875008,194.041856,6441.25830078125,295.77728,736.569,9.954747493450459,221.02210760784314,1.1569532428355958
papagei_s,mlp_papageis_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,0.6857206308533584,40.282112,40.676352,13251.5517578125,86.724096,1110.496,12.841005992745561,68.97079215686276,1.4581131221719457
papagei_p,mlp_papageip_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.9067907056713402,37.107712,37.501952,12586.1953125,83.549696,1051.313,11.60712074694051,65.79639215686274,1.5706274509803924
papagei_s_svri,mlp_papageissvri_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,0.6624930285290661,37.107712,37.501952,12765.7568359375,83.549696,1061.78,11.688631520192189,65.79639215686274,1.154760180995475
chronos-t5-base,mlp_chronosbase_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.43376208144040995,436.829184,739.40992,69814.96875,1949.74208,19201.284,13.288091364168373,1086.461589388045,1.73377253896232
chronos-t5-small,mlp_chronossmall_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.4623548052999558,109.34784,311.068672,43078.09375,1117.961216,9006.712,8.204213827219347,542.920367548629,1.065836456894851
chronos-t5-mini,mlp_chronosmini_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.4613777254583981,58.481664,209.772544,35002.671875,814.94528,6580.638,6.368669684009925,389.88477224856973,0.9398380351154073
chronos-t5-tiny,mlp_chronostiny_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.4892256525791436,33.828864,134.689792,34170.86328125,538.14272,4694.663,6.230469360039253,252.41180006470705,0.848588873545078
chronos-t5-large,mlp_chronoslarge_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.4325487979684946,1434.966016,1838.406656,158385.609375,3452.178432,46641.534,23.799350992512434,2304.6341707350566,3.257951469717893
MOMENT-1-large,mlp_momentlarge_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.43201556654303647,1453.303808,1503.63648,106272.4609375,1706.025984,24722.072,22.32993939200857,1558.4368118808443,2.791715328467153
MOMENT-1-base,mlp_momentbase_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.47133887031206134,472.882688,510.632448,62931.4296875,662.42816,10329.691,12.747419839122635,551.6702328096271,1.677946340501085
MOMENT-1-small,mlp_momentsmall_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.43723160373376696,168.875008,194.041856,47507.90234375,295.243776,4812.763,9.756318389416965,221.02218173840993,1.1608591438153482
papagei_s,mlp_papageis_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.7846860030582627,40.282112,40.676352,100284.09375,77.43232,8238.284,12.652142427263469,68.9720857352535,1.3368102189781024
papagei_p,mlp_papageip_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.807471359212947,37.107712,37.501952,95439.3046875,74.25792,7834.403,11.493063942876693,65.7976857352535,1.2874667587295325
papagei_s_svri,mlp_papageissvri_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.7916197172291692,37.107712,37.501952,95079.3515625,74.25792,7892.588,11.481753537254612,65.7976857352535,1.1615517853620043
chronos-t5-base,mlp_chronosbase_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.41114710409043215,436.829184,739.40992,90611.1640625,1949.737472,18925.512,13.1864189401534,1086.4613978607176,1.841463370515526
chronos-t5-small,mlp_chronossmall_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.47183487278206515,109.34784,311.068672,57298.3828125,1117.956608,10105.885,8.033461339149556,542.9201898390112,1.1447536930961713
chronos-t5-mini,mlp_chronosmini_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.4453995458120788,58.481664,209.772544,39595.609375,814.940672,6990.577,6.387175406179121,389.8846899825143,0.8615426590292433
chronos-t5-tiny,mlp_chronostiny_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.45137610345172313,33.828864,134.689792,41387.25,538.138112,5351.477,5.4217848192685905,252.41174516731985,0.7713246909858306
chronos-t5-large,mlp_chronoslarge_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.4143531737129293,1434.966016,1838.406656,146966.671875,3452.173824,37449.365,23.562537254538203,2303.6631203617726,3.3141597829363882
MOMENT-1-large,mlp_momentlarge_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.37684216227106965,1452.255232,1502.587904,139989.984375,1704.448512,23357.12,22.303822227871343,1557.3882083521255,2.8615517033463975
MOMENT-1-base,mlp_momentbase_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.3994433813809004,471.98976,509.73952,82128.5,661.137408,9343.641,12.814082168404294,550.7772841097377,1.609496834488996
MOMENT-1-small,mlp_momentsmall_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.39586868589498136,168.875008,194.041856,63204.6171875,294.977024,5924.661,9.681137240791953,221.02216786735002,1.1032782634911065
papagei_s,mlp_papageis_forecasting,,,traffic,cuda:0,traffic forecasting,mae,1.2045439759844054,40.282112,40.676352,130977.40625,72.787456,10808.453,12.745933817063321,68.97184368525777,1.3001823937292734
papagei_p,mlp_papageip_forecasting,,,traffic,cuda:0,traffic forecasting,mae,1.2074942822704784,37.107712,37.501952,124982.1953125,69.613056,10311.466,11.446603252904257,65.79744368525776,1.203984624660838
papagei_s_svri,mlp_papageissvri_forecasting,,,traffic,cuda:0,traffic forecasting,mae,1.0804181135449769,37.107712,37.501952,125468.765625,69.613056,10358.45,11.399933865316884,65.79744368525776,1.1582001808863431
